value                                     ;replacement
"VRANOVE"                                 ;"VranovÈ"
"VRANOVICE KELCICE"                       ;"Vranovice-KelËice"
"VRANOVICE KEL»ICE"                       ;"Vranovice-KelËice"
"VRANOVICE-KEL"                           ;"Vranovice-KelËice"
"VRANOVICE-KEL."                          ;"Vranovice-KelËice"
"VRANOVICE-KELC"                          ;"Vranovice-KelËice"
"VRANOVICE-KELC."                         ;"Vranovice-KelËice"
"VRANOVICE-KELCICE"                       ;"Vranovice-KelËice"
"VRANOVICE-KEL»"                          ;"Vranovice-KelËice"
"VRANOVICE-KEL»."                         ;"Vranovice-KelËice"
"VRANOVSKA LHOTA"                         ;"Vranovsk· Lhota"
"VRANOVSKA VES"                           ;"Vranovsk· Ves"
"VRANOV¡ LH"                              ;"Vranov· Lhota"
"VRANOV¡ LH."                             ;"Vranov· Lhota"
"VRANY"                                   ;"Vran˝"
"VRANY U SLANEHO"                         ;"Vran˝ u SlanÈho"
"VRAN… N V"                               ;"VranÈ nad Vltavou"
"VRAN… N V."                              ;"VranÈ nad Vltavou"
"VRAN… N VL"                              ;"VranÈ nad Vltavou"
"VRAN… N VL."                             ;"VranÈ nad Vltavou"
"VRAN… N VLT"                             ;"VranÈ nad Vltavou"
"VRAN… N VLT."                            ;"VranÈ nad Vltavou"
"VRAN… N VLTAVOU"                         ;"VranÈ nad Vltavou"
"VRAN… N. V"                              ;"VranÈ nad Vltavou"
"VRAN… N. V."                             ;"VranÈ nad Vltavou"
"VRAN… N. VL"                             ;"VranÈ nad Vltavou"
"VRAN… N. VL."                            ;"VranÈ nad Vltavou"
"VRAN… N. VLT"                            ;"VranÈ nad Vltavou"
"VRAN… N. VLT."                           ;"VranÈ nad Vltavou"
"VRAN… N. VLTAVOU"                        ;"VranÈ nad Vltavou"
"VRAN… N./ V"                             ;"VranÈ nad Vltavou"
"VRAN… N./ V."                            ;"VranÈ nad Vltavou"
"VRAN… N./ VL"                            ;"VranÈ nad Vltavou"
"VRAN… N./ VL."                           ;"VranÈ nad Vltavou"
"VRAN… N./ VLT"                           ;"VranÈ nad Vltavou"
"VRAN… N./ VLT."                          ;"VranÈ nad Vltavou"
"VRAN… N./ VLTAVOU"                       ;"VranÈ nad Vltavou"
"VRAN… N./V"                              ;"VranÈ nad Vltavou"
"VRAN… N./V."                             ;"VranÈ nad Vltavou"
"VRAN… N./VL"                             ;"VranÈ nad Vltavou"
"VRAN… N./VL."                            ;"VranÈ nad Vltavou"
"VRAN… N./VLT"                            ;"VranÈ nad Vltavou"
"VRAN… N./VLT."                           ;"VranÈ nad Vltavou"
"VRAN… N./VLTAVOU"                        ;"VranÈ nad Vltavou"
"VRAN… N.V"                               ;"VranÈ nad Vltavou"
"VRAN… N.V."                              ;"VranÈ nad Vltavou"
"VRAN… N.VL"                              ;"VranÈ nad Vltavou"
"VRAN… N.VL."                             ;"VranÈ nad Vltavou"
"VRAN… N.VLT"                             ;"VranÈ nad Vltavou"
"VRAN… N.VLT."                            ;"VranÈ nad Vltavou"
"VRAN… N.VLTAVOU"                         ;"VranÈ nad Vltavou"
"VRAN… N/ V"                              ;"VranÈ nad Vltavou"
"VRAN… N/ V."                             ;"VranÈ nad Vltavou"
"VRAN… N/ VL"                             ;"VranÈ nad Vltavou"
"VRAN… N/ VL."                            ;"VranÈ nad Vltavou"
"VRAN… N/ VLT"                            ;"VranÈ nad Vltavou"
"VRAN… N/ VLT."                           ;"VranÈ nad Vltavou"
"VRAN… N/ VLTAVOU"                        ;"VranÈ nad Vltavou"
"VRAN… N/V"                               ;"VranÈ nad Vltavou"
"VRAN… N/V."                              ;"VranÈ nad Vltavou"
"VRAN… N/VL"                              ;"VranÈ nad Vltavou"
"VRAN… N/VL."                             ;"VranÈ nad Vltavou"
"VRAN… N/VLT"                             ;"VranÈ nad Vltavou"
"VRAN… N/VLT."                            ;"VranÈ nad Vltavou"
"VRAN… N/VLTAVOU"                         ;"VranÈ nad Vltavou"
"VRAN… NAD V"                             ;"VranÈ nad Vltavou"
"VRAN… NAD V."                            ;"VranÈ nad Vltavou"
"VRAN… NAD VL"                            ;"VranÈ nad Vltavou"
"VRAN… NAD VL."                           ;"VranÈ nad Vltavou"
"VRAN… NAD VLT"                           ;"VranÈ nad Vltavou"
"VRAN… NAD VLT."                          ;"VranÈ nad Vltavou"
"VRAN… NV"                                ;"VranÈ nad Vltavou"
"VRAN… NV."                               ;"VranÈ nad Vltavou"
"VRAN… NVL"                               ;"VranÈ nad Vltavou"
"VRAN… NVL."                              ;"VranÈ nad Vltavou"
"VRAN… NVLT"                              ;"VranÈ nad Vltavou"
"VRAN… NVLT."                             ;"VranÈ nad Vltavou"
"VRAN… NVLTAVOU"                          ;"VranÈ nad Vltavou"
"VRAT"                                    ;"Vr·t"
"VRATENIN"                                ;"VratÏnÌn"
"VRATIKOV"                                ;"VratÌkov"
"VRATISLAVICE N N"                        ;"Vratislavice nad Nisou"
"VRATISLAVICE N N."                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N NIS"                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N NIS."                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N NISOU"                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N. N"                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N. N."                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N. NIS"                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N. NIS."                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N. NISOU"                   ;"Vratislavice nad Nisou"
"VRATISLAVICE N./ N"                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N./ N."                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N./ NIS"                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N./ NIS."                   ;"Vratislavice nad Nisou"
"VRATISLAVICE N./ NISOU"                  ;"Vratislavice nad Nisou"
"VRATISLAVICE N./N"                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N./N."                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N./NIS"                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N./NIS."                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N./NISOU"                   ;"Vratislavice nad Nisou"
"VRATISLAVICE N.N"                        ;"Vratislavice nad Nisou"
"VRATISLAVICE N.N."                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N.NIS"                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N.NIS."                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N.NISOU"                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N/ N"                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N/ N."                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N/ NIS"                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N/ NIS."                    ;"Vratislavice nad Nisou"
"VRATISLAVICE N/ NISOU"                   ;"Vratislavice nad Nisou"
"VRATISLAVICE N/N"                        ;"Vratislavice nad Nisou"
"VRATISLAVICE N/N."                       ;"Vratislavice nad Nisou"
"VRATISLAVICE N/NIS"                      ;"Vratislavice nad Nisou"
"VRATISLAVICE N/NIS."                     ;"Vratislavice nad Nisou"
"VRATISLAVICE N/NISOU"                    ;"Vratislavice nad Nisou"
"VRATISLAVICE NAD N"                      ;"Vratislavice nad Nisou"
"VRATISLAVICE NAD N."                     ;"Vratislavice nad Nisou"
"VRATISLAVICE NAD NIS"                    ;"Vratislavice nad Nisou"
"VRATISLAVICE NAD NIS."                   ;"Vratislavice nad Nisou"
"VRATISLAVICE NN"                         ;"Vratislavice nad Nisou"
"VRATISLAVICE NN."                        ;"Vratislavice nad Nisou"
"VRATISLAVICE NNIS"                       ;"Vratislavice nad Nisou"
"VRATISLAVICE NNIS."                      ;"Vratislavice nad Nisou"
"VRATISLAVICE NNISOU"                     ;"Vratislavice nad Nisou"
"VRATISLAVKA"                             ;"Vratisl·vka"
"VRATISOV"                                ;"Vratiöov"
"VRATNO"                                  ;"Vr·tno"
"VRATO"                                   ;"Vr·to"
"VRAZ"                                    ;"Vr·û"
"VRAZ U BEROUNA"                          ;"Vr·û u Berouna"
"VRAZ U PISKU"                            ;"Vr·û u PÌsku"
"VRAZDOVY LHOTICE"                        ;"Vraûdovy Lhotice"
"VRAZKOV"                                 ;"Vraûkov"
"VRAZNA"                                  ;"Vr·ûn·"
"VRAZNE"                                  ;"VraûnÈ"
"VRB KOST"                                ;"Vrbat˘v Kostelec"
"VRB KOST."                               ;"Vrbat˘v Kostelec"
"VRB KOSTELEC"                            ;"Vrbat˘v Kostelec"
"VRB LHOTA"                               ;"Vrbov· Lhota"
"VRB. KOST"                               ;"Vrbat˘v Kostelec"
"VRB. KOST."                              ;"Vrbat˘v Kostelec"
"VRB. KOSTELEC"                           ;"Vrbat˘v Kostelec"
"VRB. LHOTA"                              ;"Vrbov· Lhota"
"VRB.KOST"                                ;"Vrbat˘v Kostelec"
"VRB.KOST."                               ;"Vrbat˘v Kostelec"
"VRB.KOSTELEC"                            ;"Vrbat˘v Kostelec"
"VRB.LHOTA"                               ;"Vrbov· Lhota"
"VRBATKY"                                 ;"Vrb·tky"
"VRBATUV KOST"                            ;"Vrbat˘v Kostelec"
"VRBATUV KOST."                           ;"Vrbat˘v Kostelec"
"VRBATUV KOSTELEC"                        ;"Vrbat˘v Kostelec"
"VRBATŸV KOST"                            ;"Vrbat˘v Kostelec"
"VRBATŸV KOST."                           ;"Vrbat˘v Kostelec"
"VRBCANY"                                 ;"VrbËany"
"VRBETICE"                                ;"VrbÏtice"
"VRBETIN"                                 ;"VrbÏtÌn"
"VRBICANY"                                ;"VrbiËany"
"VRBICE U BEZDRUZIC"                      ;"Vrbice u Bezdruûic"
"VRBICE U BRECLAVE"                       ;"Vrbice u B¯eclavÏ"
"VRBICE U STRIBRA"                        ;"Vrbice u St¯Ìbra"
"VRBICKA"                                 ;"VrbiËka"
"VRBNO P P"                               ;"Vrbno pod PradÏdem"
"VRBNO P P."                              ;"Vrbno pod PradÏdem"
"VRBNO P PR"                              ;"Vrbno pod PradÏdem"
"VRBNO P PR."                             ;"Vrbno pod PradÏdem"
"VRBNO P PRAD"                            ;"Vrbno pod PradÏdem"
"VRBNO P PRAD."                           ;"Vrbno pod PradÏdem"
"VRBNO P PRADEDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO P PRADÃDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO P. P"                              ;"Vrbno pod PradÏdem"
"VRBNO P. P."                             ;"Vrbno pod PradÏdem"
"VRBNO P. PR"                             ;"Vrbno pod PradÏdem"
"VRBNO P. PR."                            ;"Vrbno pod PradÏdem"
"VRBNO P. PRAD"                           ;"Vrbno pod PradÏdem"
"VRBNO P. PRAD."                          ;"Vrbno pod PradÏdem"
"VRBNO P. PRADEDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P. PRADÃDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P./ P"                             ;"Vrbno pod PradÏdem"
"VRBNO P./ P."                            ;"Vrbno pod PradÏdem"
"VRBNO P./ PR"                            ;"Vrbno pod PradÏdem"
"VRBNO P./ PR."                           ;"Vrbno pod PradÏdem"
"VRBNO P./ PRAD"                          ;"Vrbno pod PradÏdem"
"VRBNO P./ PRAD."                         ;"Vrbno pod PradÏdem"
"VRBNO P./ PRADEDEM"                      ;"Vrbno pod PradÏdem"
"VRBNO P./ PRADÃDEM"                      ;"Vrbno pod PradÏdem"
"VRBNO P./P"                              ;"Vrbno pod PradÏdem"
"VRBNO P./P."                             ;"Vrbno pod PradÏdem"
"VRBNO P./PR"                             ;"Vrbno pod PradÏdem"
"VRBNO P./PR."                            ;"Vrbno pod PradÏdem"
"VRBNO P./PRAD"                           ;"Vrbno pod PradÏdem"
"VRBNO P./PRAD."                          ;"Vrbno pod PradÏdem"
"VRBNO P./PRADEDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P./PRADÃDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P.P"                               ;"Vrbno pod PradÏdem"
"VRBNO P.P."                              ;"Vrbno pod PradÏdem"
"VRBNO P.P. MNICHOV"                      ;"Vrbno pod PradÏdem"
"VRBNO P.PR"                              ;"Vrbno pod PradÏdem"
"VRBNO P.PR."                             ;"Vrbno pod PradÏdem"
"VRBNO P.PRAD"                            ;"Vrbno pod PradÏdem"
"VRBNO P.PRAD."                           ;"Vrbno pod PradÏdem"
"VRBNO P.PRADEDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO P.PRADÃDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO P/ P"                              ;"Vrbno pod PradÏdem"
"VRBNO P/ P."                             ;"Vrbno pod PradÏdem"
"VRBNO P/ PR"                             ;"Vrbno pod PradÏdem"
"VRBNO P/ PR."                            ;"Vrbno pod PradÏdem"
"VRBNO P/ PRAD"                           ;"Vrbno pod PradÏdem"
"VRBNO P/ PRAD."                          ;"Vrbno pod PradÏdem"
"VRBNO P/ PRADEDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P/ PRADÃDEM"                       ;"Vrbno pod PradÏdem"
"VRBNO P/P"                               ;"Vrbno pod PradÏdem"
"VRBNO P/P."                              ;"Vrbno pod PradÏdem"
"VRBNO P/PR"                              ;"Vrbno pod PradÏdem"
"VRBNO P/PR."                             ;"Vrbno pod PradÏdem"
"VRBNO P/PRAD"                            ;"Vrbno pod PradÏdem"
"VRBNO P/PRAD."                           ;"Vrbno pod PradÏdem"
"VRBNO P/PRADEDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO P/PRADÃDEM"                        ;"Vrbno pod PradÏdem"
"VRBNO POD P"                             ;"Vrbno pod PradÏdem"
"VRBNO POD P."                            ;"Vrbno pod PradÏdem"
"VRBNO POD PR"                            ;"Vrbno pod PradÏdem"
"VRBNO POD PR."                           ;"Vrbno pod PradÏdem"
"VRBNO POD PRAD"                          ;"Vrbno pod PradÏdem"
"VRBNO POD PRAD."                         ;"Vrbno pod PradÏdem"
"VRBNO POD PRADEDEM"                      ;"Vrbno pod PradÏdem"
"VRBNO PP"                                ;"Vrbno pod PradÏdem"
"VRBNO PP."                               ;"Vrbno pod PradÏdem"
"VRBNO PPR"                               ;"Vrbno pod PradÏdem"
"VRBNO PPR."                              ;"Vrbno pod PradÏdem"
"VRBNO PPRAD"                             ;"Vrbno pod PradÏdem"
"VRBNO PPRAD."                            ;"Vrbno pod PradÏdem"
"VRBNO PPRADEDEM"                         ;"Vrbno pod PradÏdem"
"VRBNO PPRADÃDEM"                         ;"Vrbno pod PradÏdem"
"VRBOVA LH"                               ;"Vrbov· Lhota"
"VRBOVA LH."                              ;"Vrbov· Lhota"
"VRBOVA LHOTA"                            ;"Vrbov· Lhota"
"VRBOV¡ LH"                               ;"Vrbov· Lhota"
"VRBOV¡ LH."                              ;"Vrbov· Lhota"
"VRCEN"                                   ;"VrËeÚ"
"VRCH JAN"                                ;"Vrchotovy Janovice"
"VRCH JAN."                               ;"Vrchotovy Janovice"
"VRCH JANOVICE"                           ;"Vrchotovy Janovice"
"VRCH. JAN"                               ;"Vrchotovy Janovice"
"VRCH. JAN."                              ;"Vrchotovy Janovice"
"VRCH. JANOVICE"                          ;"Vrchotovy Janovice"
"VRCH.JAN"                                ;"Vrchotovy Janovice"
"VRCH.JAN."                               ;"Vrchotovy Janovice"
"VRCH.JANOVICE"                           ;"Vrchotovy Janovice"
"VRCHBELA"                                ;"VrchbÏl·"
"VRCHJAN"                                 ;"Vrchotovy Janovice"
"VRCHJAN."                                ;"Vrchotovy Janovice"
"VRCHJANOVICE"                            ;"Vrchotovy Janovice"
"VRCHLABI"                                ;"VrchlabÌ"
"VRCHLABI HOREJSI VRCHLABI"               ;"VrchlabÌ Ho¯ejöÌ VrchlabÌ"
"VRCHOT JANOVICE"                         ;"Vrchotovy Janovice"
"VRCHOT. JANOVICE"                        ;"Vrchotovy Janovice"
"VRCHOT.JANOVICE"                         ;"Vrchotovy Janovice"
"VRCHOTJANOVICE"                          ;"Vrchotovy Janovice"
"VRCHOTOVY JAN"                           ;"Vrchotovy Janovice"
"VRCHOTOVY JAN."                          ;"Vrchotovy Janovice"
"VRCHOTOVY JANOV"                         ;"Vrchotovy Janovice"
"VRCHOTOVY JANOV."                        ;"Vrchotovy Janovice"
"VRESCE"                                  ;"V¯esce"
"VRESICE"                                 ;"V¯esice"
"VRESINA"                                 ;"V¯esina"
"VRESINA U BILOVCE"                       ;"V¯esina u BÌlovce"
"VRESINA U HLUCINA"                       ;"V¯esina u HluËÌna"
"VRESKOVICE"                              ;"V¯eskovice"
"VRESNIK"                                 ;"V¯esnÌk"
"VRESOVA"                                 ;"V¯esov·"
"VRESOVICE"                               ;"V¯esovice"
"VRHAVEC"                                 ;"VrhaveË"
"VRIST"                                   ;"V¯Ìöù"
"VRSCE"                                   ;"Vröce"
"VRSEK"                                   ;"Vröek"
"VRSICE"                                  ;"Vröice"
"VRSKMAN"                                 ;"VrskmaÚ"
"VRSOV"                                   ;"Vröov"
"VRSOVICE"                                ;"Vröovice"
"VRSOVKA"                                 ;"Vröovka"
"VRTESICE"                                ;"VrtÏöice"
"VRTEZIR"                                 ;"VrtÏûÌ¯"
"VRZANOV"                                 ;"Vrûanov"
"VSEBORICE"                               ;"Vöebo¯ice"
"VSEBOROVICE"                             ;"Vöeborovice"
"VSECHLAPY"                               ;"Vöechlapy"
"VSECHOV"                                 ;"Vöechov"
"VSECHOVICE"                              ;"Vöechovice"
"VSECHROMY"                               ;"Vöechromy"
"VSEDOBROVICE"                            ;"Vöedobrovice"
"VSEHRDY"                                 ;"Vöehrdy"
"VSEJANY"                                 ;"Vöejany"
"VSEKARY"                                 ;"Vöekary"
"VSELIBICE"                               ;"Vöelibice"
"VSELIBY"                                 ;"Vöeliby"
"VSEMERICE"                               ;"VöemÏ¯ice"
"VSEMERY"                                 ;"VöemÏry"
"VSEMILY"                                 ;"Vöemily"
"VSEMINA"                                 ;"Vöemina"
"VSEMYSLICE"                              ;"Vöemyslice"
"VSEN"                                    ;"VöeÚ"
"VSENICE"                                 ;"Vöenice"
"VSENORY"                                 ;"Vöenory"
"VSEPADLY"                                ;"Vöepadly"
"VSERADICE"                               ;"Vöeradice"
"VSERADOV"                                ;"Vöeradov"
"VSERUBY"                                 ;"Vöeruby"
"VSERUBY U KDYNE"                         ;"Vöeruby u KdynÏ"
"VSERUBY U PLZNE"                         ;"Vöeruby u PlznÏ"
"VSESIMY"                                 ;"VöeöÌmy"
"VSESOKY"                                 ;"Vöesoky"
"VSESTARY"                                ;"Vöestary"
"VSESTUDY"                                ;"Vöestudy"
"VSESULOV"                                ;"Vöesulov"
"VSETATY"                                 ;"Vöetaty"
"VSETEC"                                  ;"VöeteË"
"VSETICE"                                 ;"Vöetice"
"VSETIN"                                  ;"VsetÌn"
"VSETULY"                                 ;"Vöetuly"
"VSEVILY"                                 ;"Vöevily"
"VSTIS"                                   ;"Vstiö"
"VUSI"                                    ;"V˘sÌ"
"VYAOD"                                   ;"V˝chod"
"VYCAPY"                                  ;"V˝Ëapy"
"VYCH"                                    ;"V˝chod"
"VYCH."                                   ;"V˝chod"
"VYCHOD"                                  ;"V˝chod"
"VYCHODNI PREDMESTI"                      ;"V˝chodnÌ P¯edmÏstÌ"
"VYDRI"                                   ;"Vyd¯Ì"
"VYHEN"                                   ;"V˝heÚ"
"VYHLED"                                  ;"V˝hled"
"VYHLEDY"                                 ;"V˝hledy"
"VYHLIDKY"                                ;"VyhlÌdky"
"VYHNANOV"                                ;"Vyhn·nov"
"VYHOD"                                   ;"V˝chod"
"VYKAN"                                   ;"Vyk·Ú"
"VYKLEKY"                                 ;"V˝kleky"
"VYNEZDA"                                 ;"V˝nÏzda"
"VYPRACHTICE"                             ;"V˝prachtice"
"VYRAVA"                                  ;"V˝rava"
"VYROV"                                   ;"V˝rov"
"VYROVICE"                                ;"V˝rovice"
"VYS CHLUMEC"                             ;"Vysok˝ Chlumec"
"VYS CHVOJNO"                             ;"VysokÈ Chvojno"
"VYS LHOTY"                               ;"VyönÌ Lhoty"
"VYS MITO"                                ;"VysokÈ M˝to"
"VYS MYTO"                                ;"VysokÈ M˝to"
"VYS MÕTO"                                ;"VysokÈ M˝to"
"VYS M›TO"                                ;"VysokÈ M˝to"
"VYS PEC"                                 ;"Vysok· Pec"
"VYS POLE"                                ;"VysokÈ Pole"
"VYS POPOVICE"                            ;"VysokÈ Popovice"
"VYS STUD"                                ;"VysokÈ Studnice"
"VYS STUD."                               ;"VysokÈ Studnice"
"VYS STUDN"                               ;"VysokÈ Studnice"
"VYS STUDN."                              ;"VysokÈ Studnice"
"VYS STUDNICE"                            ;"VysokÈ Studnice"
"VYS UJEZD"                               ;"Vysok˝ ⁄jezd"
"VYS VESELI"                              ;"VysokÈ VeselÌ"
"VYS VESELÕ"                              ;"VysokÈ VeselÌ"
"VYS ⁄JEZD"                               ;"Vysok˝ ⁄jezd"
"VYS. CHLUMEC"                            ;"Vysok˝ Chlumec"
"VYS. CHVOJNO"                            ;"VysokÈ Chvojno"
"VYS. LHOTY"                              ;"VyönÌ Lhoty"
"VYS. MITO"                               ;"VysokÈ M˝to"
"VYS. MYTO"                               ;"VysokÈ M˝to"
"VYS. MÕTO"                               ;"VysokÈ M˝to"
"VYS. M›TO"                               ;"VysokÈ M˝to"
"VYS. PEC"                                ;"Vysok· Pec"
"VYS. POLE"                               ;"VysokÈ Pole"
"VYS. POPOVICE"                           ;"VysokÈ Popovice"
"VYS. STUD"                               ;"VysokÈ Studnice"
"VYS. STUD."                              ;"VysokÈ Studnice"
"VYS. STUDN"                              ;"VysokÈ Studnice"
"VYS. STUDN."                             ;"VysokÈ Studnice"
"VYS. STUDNICE"                           ;"VysokÈ Studnice"
"VYS. UJEZD"                              ;"Vysok˝ ⁄jezd"
"VYS. VESELI"                             ;"VysokÈ VeselÌ"
"VYS. VESELÕ"                             ;"VysokÈ VeselÌ"
"VYS. ⁄JEZD"                              ;"Vysok˝ ⁄jezd"
"VYS.CHLUMEC"                             ;"Vysok˝ Chlumec"
"VYS.CHVOJNO"                             ;"VysokÈ Chvojno"
"VYS.LHOTY"                               ;"VyönÌ Lhoty"
"VYS.PEC"                                 ;"Vysok· Pec"
"VYS.POLE"                                ;"VysokÈ Pole"
"VYS.POPOVICE"                            ;"VysokÈ Popovice"
"VYS.STUD"                                ;"VysokÈ Studnice"
"VYS.STUD."                               ;"VysokÈ Studnice"
"VYS.STUDN"                               ;"VysokÈ Studnice"
"VYS.STUDN."                              ;"VysokÈ Studnice"
"VYS.STUDNICE"                            ;"VysokÈ Studnice"
"VYS.UJEZD"                               ;"Vysok˝ ⁄jezd"
"VYS.VESELI"                              ;"VysokÈ VeselÌ"
"VYS.VESELÕ"                              ;"VysokÈ VeselÌ"
"VYS.⁄JEZD"                               ;"Vysok˝ ⁄jezd"
"VYSADA"                                  ;"V˝sada"
"VYSEHNEVICE"                             ;"VyöehnÏvice"
"VYSEHORI"                                ;"Vyöeho¯Ì"
"VYSEHORKY"                               ;"Vyöehorky"
"VYSEHOROVICE"                            ;"Vyöeho¯ovice"
"VYSEHRAD"                                ;"Vyöehrad"
"VYSETICE"                                ;"Vyöetice"
"VYSICE"                                  ;"V˝öice"
"VYSINEK"                                 ;"VyöÌnek"
"VYSKER"                                  ;"Vyske¯"
"VYSKOV"                                  ;"V˝ökov"
"VYSKOV-MESTO"                            ;"Vyökov-MÏsto"
"VYSKOV-PREDMESTI"                        ;"Vyökov-P¯edmÏstÌ"
"VYSKOVEC"                                ;"Vyökovec"
"VYSKOVICE"                               ;"V˝ökovice"
"VYSKYTNA"                                ;"Vyskytn·"
"VYSKYTNA N J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N. JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ J"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ J."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ JIH"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ JIH."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ JIHL"                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ JIHL."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./ JIHLAVOU"                   ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N./JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIHLAV."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N.JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/ JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA N/JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD J"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD J."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD JIH"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD JIH."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD JIHL"                       ;"Vyskytn· nad Jihlavou"
