value                                     ;replacement
"VYSKYTNA NAD JIHL."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NAD JIHLAVOU"                   ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJ"                             ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJ."                            ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJIH"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJIH."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJIHL"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJIHL."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTNA NJIHLAVOU"                      ;"Vyskytn· nad Jihlavou"
"VYSKYTNA U PELHR."                       ;"Vyskytn· u Pelh¯imova"
"VYSKYTNA U PELHRIMOVA"                   ;"Vyskytn· u Pelh¯imova"
"VYSKYTN¡ N J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N. JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ J"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ J."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ JIH"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ JIH."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ JIHL"                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ JIHL."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./ JIHLAVOU"                   ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N./JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIHLAV."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N.JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ J"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ J."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ JIH"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ JIH."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ JIHL"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ JIHL."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/ JIHLAVOU"                    ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/J"                            ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/J."                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/JIH"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/JIH."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/JIHL"                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/JIHL."                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ N/JIHLAVOU"                     ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD J"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD J."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD JIH"                        ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD JIH."                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD JIHL"                       ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NAD JIHL."                      ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJ"                             ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJ."                            ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJIH"                           ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJIH."                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJIHL"                          ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJIHL."                         ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ NJIHLAVOU"                      ;"Vyskytn· nad Jihlavou"
"VYSKYTN¡ U PELHÿ."                       ;"Vyskytn· u Pelh¯imova"
"VYSLUNI"                                 ;"V˝slunÌ"
"VYSNE"                                   ;"VyönÈ"
"VYSNI LH"                                ;"VyönÌ Lhoty"
"VYSNI LH."                               ;"VyönÌ Lhoty"
"VYSNI LHOTA"                             ;"VyönÌ Lhoty"
"VYSNI LHOTY"                             ;"VyönÌ Lhoty"
"VYSNY"                                   ;"Vyön˝"
"VYSOCANY"                                ;"VysoËany"
"VYSOCINA"                                ;"VysoËina"
"VYSOCINA-DREVIKOV"                       ;"VysoËina-D¯evÌkov"
"VYSOCINA-MOZDENICE"                      ;"VysoËina-MoûdÏnice"
"VYSOCINA-PETRKOV"                        ;"VysoËina-Petrkov"
"VYSOCINA-RVACOV"                         ;"VysoËina-Rv·Ëov"
"VYSOCINA-SVATY MIKULAS"                  ;"VysoËina-Svat˝ Mikul·ö"
"VYSOCINA-SVOBODNE HAMRY"                 ;"VysoËina-SvobodnÈ Hamry"
"VYSOCINA-VESELY KOPEC"                   ;"VysoËina-Vesel˝ Kopec"
"VYSOKA"                                  ;"Vysok·"
"VYSOKA JEDLE"                            ;"Vysok· Jedle"
"VYSOKA LHOTA"                            ;"Vysok· Lhota"
"VYSOKA LIBEN"                            ;"Vysok· LibeÚ"
"VYSOKA LIBYNE"                           ;"Vysok· LibynÏ"
"VYSOKA LIPA"                             ;"Vysok· LÌpa"
"VYSOKA N L"                              ;"Vysok· nad Labem"
"VYSOKA N L."                             ;"Vysok· nad Labem"
"VYSOKA N LAB"                            ;"Vysok· nad Labem"
"VYSOKA N LAB."                           ;"Vysok· nad Labem"
"VYSOKA N LABEM"                          ;"Vysok· nad Labem"
"VYSOKA N. L"                             ;"Vysok· nad Labem"
"VYSOKA N. L."                            ;"Vysok· nad Labem"
"VYSOKA N. LAB"                           ;"Vysok· nad Labem"
"VYSOKA N. LAB."                          ;"Vysok· nad Labem"
"VYSOKA N. LABEM"                         ;"Vysok· nad Labem"
"VYSOKA N./ L"                            ;"Vysok· nad Labem"
"VYSOKA N./ L."                           ;"Vysok· nad Labem"
"VYSOKA N./ LAB"                          ;"Vysok· nad Labem"
"VYSOKA N./ LAB."                         ;"Vysok· nad Labem"
"VYSOKA N./ LABEM"                        ;"Vysok· nad Labem"
"VYSOKA N./L"                             ;"Vysok· nad Labem"
"VYSOKA N./L."                            ;"Vysok· nad Labem"
"VYSOKA N./LAB"                           ;"Vysok· nad Labem"
"VYSOKA N./LAB."                          ;"Vysok· nad Labem"
"VYSOKA N./LABEM"                         ;"Vysok· nad Labem"
"VYSOKA N.L"                              ;"Vysok· nad Labem"
"VYSOKA N.L."                             ;"Vysok· nad Labem"
"VYSOKA N.LAB"                            ;"Vysok· nad Labem"
"VYSOKA N.LAB."                           ;"Vysok· nad Labem"
"VYSOKA N.LABEM"                          ;"Vysok· nad Labem"
"VYSOKA N/ L"                             ;"Vysok· nad Labem"
"VYSOKA N/ L."                            ;"Vysok· nad Labem"
"VYSOKA N/ LAB"                           ;"Vysok· nad Labem"
"VYSOKA N/ LAB."                          ;"Vysok· nad Labem"
"VYSOKA N/ LABEM"                         ;"Vysok· nad Labem"
"VYSOKA N/L"                              ;"Vysok· nad Labem"
"VYSOKA N/L."                             ;"Vysok· nad Labem"
"VYSOKA N/LAB"                            ;"Vysok· nad Labem"
"VYSOKA N/LAB."                           ;"Vysok· nad Labem"
"VYSOKA N/LABEM"                          ;"Vysok· nad Labem"
"VYSOKA NAD L"                            ;"Vysok· nad Labem"
"VYSOKA NAD L."                           ;"Vysok· nad Labem"
"VYSOKA NAD LAB"                          ;"Vysok· nad Labem"
"VYSOKA NAD LAB."                         ;"Vysok· nad Labem"
"VYSOKA NAD LABEM"                        ;"Vysok· nad Labem"
"VYSOKA NL"                               ;"Vysok· nad Labem"
"VYSOKA NL."                              ;"Vysok· nad Labem"
"VYSOKA NLAB"                             ;"Vysok· nad Labem"
"VYSOKA NLAB."                            ;"Vysok· nad Labem"
"VYSOKA NLABEM"                           ;"Vysok· nad Labem"
"VYSOKA PEC"                              ;"Vysok· Pec"
"VYSOKA SRBSKA"                           ;"Vysok· Srbsk·"
"VYSOKA STOLA"                            ;"Vysok· ätola"
"VYSOKA STUDNICE"                         ;"VysokÈ Studnice"
"VYSOKA U HOLIC"                          ;"Vysok· u Holic"
"VYSOKA U MELNIKA"                        ;"Vysok· u MÏlnÌka"
"VYSOKA U PRIBRAME"                       ;"Vysok· u P¯ÌbramÏ"
"VYSOKE"                                  ;"VysokÈ"
"VYSOKE BREZNO"                           ;"VysokÈ B¯ezno"
"VYSOKE CHV"                              ;"VysokÈ Chvojno"
"VYSOKE CHV."                             ;"VysokÈ Chvojno"
"VYSOKE CHVOJ"                            ;"VysokÈ Chvojno"
"VYSOKE CHVOJ."                           ;"VysokÈ Chvojno"
"VYSOKE CHVOJNO"                          ;"VysokÈ Chvojno"
"VYSOKE JAMNE"                            ;"VysokÈ JamnÈ"
"VYSOKE MITO"                             ;"VysokÈ M˝to"
"VYSOKE MYTO"                             ;"VysokÈ M˝to"
"VYSOKE MYTO-MESTO"                       ;"VysokÈ M˝to-MÏsto"
"VYSOKE N J"                              ;"VysokÈ nad Jizerou"
"VYSOKE N J."                             ;"VysokÈ nad Jizerou"
"VYSOKE N JIZ"                            ;"VysokÈ nad Jizerou"
"VYSOKE N JIZ."                           ;"VysokÈ nad Jizerou"
"VYSOKE N JIZEROU"                        ;"VysokÈ nad Jizerou"
"VYSOKE N. J"                             ;"VysokÈ nad Jizerou"
"VYSOKE N. J."                            ;"VysokÈ nad Jizerou"
"VYSOKE N. JIZ"                           ;"VysokÈ nad Jizerou"
"VYSOKE N. JIZ."                          ;"VysokÈ nad Jizerou"
"VYSOKE N. JIZEROU"                       ;"VysokÈ nad Jizerou"
"VYSOKE N.J"                              ;"VysokÈ nad Jizerou"
"VYSOKE N.J."                             ;"VysokÈ nad Jizerou"
"VYSOKE N.JIZ"                            ;"VysokÈ nad Jizerou"
"VYSOKE N.JIZ."                           ;"VysokÈ nad Jizerou"
"VYSOKE N.JIZEROU"                        ;"VysokÈ nad Jizerou"
"VYSOKE N/ J"                             ;"VysokÈ nad Jizerou"
"VYSOKE N/ J."                            ;"VysokÈ nad Jizerou"
"VYSOKE N/ JIZ"                           ;"VysokÈ nad Jizerou"
"VYSOKE N/ JIZ."                          ;"VysokÈ nad Jizerou"
"VYSOKE N/ JIZEROU"                       ;"VysokÈ nad Jizerou"
"VYSOKE N/J"                              ;"VysokÈ nad Jizerou"
"VYSOKE N/J."                             ;"VysokÈ nad Jizerou"
"VYSOKE N/JIZ"                            ;"VysokÈ nad Jizerou"
"VYSOKE N/JIZ."                           ;"VysokÈ nad Jizerou"
"VYSOKE N/JIZEROU"                        ;"VysokÈ nad Jizerou"
"VYSOKE NAD J"                            ;"VysokÈ nad Jizerou"
"VYSOKE NAD J."                           ;"VysokÈ nad Jizerou"
"VYSOKE NAD JIZ"                          ;"VysokÈ nad Jizerou"
"VYSOKE NAD JIZ."                         ;"VysokÈ nad Jizerou"
"VYSOKE NAD JIZEROU"                      ;"VysokÈ nad Jizerou"
"VYSOKE NJ"                               ;"VysokÈ nad Jizerou"
"VYSOKE NJ."                              ;"VysokÈ nad Jizerou"
"VYSOKE NJIZ"                             ;"VysokÈ nad Jizerou"
"VYSOKE NJIZ."                            ;"VysokÈ nad Jizerou"
"VYSOKE NJIZEROU"                         ;"VysokÈ nad Jizerou"
"VYSOKE POLE"                             ;"VysokÈ Pole"
"VYSOKE POP"                              ;"VysokÈ Popovice"
"VYSOKE POP."                             ;"VysokÈ Popovice"
"VYSOKE POPOV"                            ;"VysokÈ Popovice"
"VYSOKE POPOV."                           ;"VysokÈ Popovice"
"VYSOKE POPOVCE"                          ;"VysokÈ Popovice"
"VYSOKE POPOVICE"                         ;"VysokÈ Popovice"
"VYSOKE SEDLISTE"                         ;"VysokÈ SedliötÏ"
"VYSOKE STUD"                             ;"VysokÈ Studnice"
"VYSOKE STUD."                            ;"VysokÈ Studnice"
"VYSOKE STUDN"                            ;"VysokÈ Studnice"
"VYSOKE STUDN."                           ;"VysokÈ Studnice"
"VYSOKE STUDNICE"                         ;"VysokÈ Studnice"
"VYSOKE TREBUSICE"                        ;"VysokÈ T¯ebuöice"
"VYSOKE VESELI"                           ;"VysokÈ VeselÌ"
"VYSOKE ZIBRIDOVICE"                      ;"VysokÈ éib¯idovice"
"VYSOKY CHL"                              ;"Vysok˝ Chlumec"
"VYSOKY CHL."                             ;"Vysok˝ Chlumec"
"VYSOKY CHLUM"                            ;"Vysok˝ Chlumec"
"VYSOKY CHLUM."                           ;"Vysok˝ Chlumec"
"VYSOKY CHLUMEC"                          ;"Vysok˝ Chlumec"
"VYSOKY CLUMEC"                           ;"Vysok˝ Chlumec"
"VYSOKY LES"                              ;"Vysok˝ Les"
"VYSOKY POTOK"                            ;"Vysok˝ Potok"
"VYSOKY UJ"                               ;"Vysok˝ ⁄jezd"
"VYSOKY UJ."                              ;"Vysok˝ ⁄jezd"
"VYSOKY UJEZD"                            ;"Vysok˝ ⁄jezd"
"VYSOKY UJEZD U BEROUNA"                  ;"Vysok˝ ⁄jezd u Berouna"
"VYSOK¡ N L"                              ;"Vysok· nad Labem"
"VYSOK¡ N L."                             ;"Vysok· nad Labem"
"VYSOK¡ N LAB"                            ;"Vysok· nad Labem"
"VYSOK¡ N LAB."                           ;"Vysok· nad Labem"
"VYSOK¡ N LABEM"                          ;"Vysok· nad Labem"
"VYSOK¡ N. L"                             ;"Vysok· nad Labem"
"VYSOK¡ N. L."                            ;"Vysok· nad Labem"
"VYSOK¡ N. LAB"                           ;"Vysok· nad Labem"
"VYSOK¡ N. LAB."                          ;"Vysok· nad Labem"
"VYSOK¡ N. LABEM"                         ;"Vysok· nad Labem"
"VYSOK¡ N./ L"                            ;"Vysok· nad Labem"
