'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'27542424','504',,,'39111','27019322','573663',,'2013-12-05',,'423178','469125',,,,'-734171.52','-1124708.08'
'27542505','715',,,'39111','27019403','573396',,'2013-12-05',,'423178','469125',,,,'-733791.57','-1125895.3'
'27542661','1005',,,'39111','27019560',,,'2013-12-05',,'423178','469125',,,,'-734084.08','-1124565.87'
'27542696','1006',,,'39111','27019594',,,'2013-12-05',,'423178','469125',,,,'-734084.34','-1124571.52'
'27543170','360',,,'39111','27020070','573663',,'2013-12-05',,'423178','469125',,,,'-734107.92','-1124735.74'
'27543307','395',,,'39102','27020207','573744',,'2011-07-01',,'0','0',,,,,
'27543315','397',,,'39111','27020215','573477',,'2013-12-05',,'423178','469125',,,,'-733120.74','-1128393.51'
'27543552','596',,,'39111','27020452','573663',,'2013-12-05',,'423178','469125',,,,'-734097.4','-1124771.64'
'27543668','659',,,'39111','27020568','573396',,'2013-12-05',,'423178','469125',,,,'-733529.23','-1127449.68'
'27543714','469',,,'39102','27020614','573744',,'2013-12-05',,'423178','469125',,,,'-732516.08','-1124419.74'
'27543781','94',,,'39111','27020681','573442',,'2011-07-01',,'0','0',,,,,
'27543960','146',,,'39111','27020860','573442',,'2013-12-05',,'423178','469125',,,,'-734271.75','-1129982.23'
'27543994','154',,,'39111','27020894','573442',,'2013-12-05',,'423178','469125',,,,'-734487.97','-1128996.62'
'27544087','171',,,'39111','27020983','573442',,'2013-12-05',,'423178','469125',,,,'-734529.88','-1129287.47'
'27551148','317',,,'39133','27027961','572527',,'2013-12-03',,'416474','462805',,,,'-744368.14','-1110823.99'
'27566030','81',,,'39156','27042685',,,'2014-02-25',,'536305','543368',,,,'-729470.88','-1120907.53'
'27566145','858',,,'39201','27042791','746151',,'2013-12-05',,'423236','469183',,,,'-734715.96','-1136798.01'
'27575772','368',,,'39002','27052303','575798',,'2013-12-05',,'423650','469597',,,,'-734189.91','-1118276.43'
'27575829','3095',,,'39001','27052354','576956',,'2013-12-05',,'423650','469597',,,,'-736473.03','-1119896.92'
'27575870','370',,,'39002','27052401','575798',,'2013-12-05',,'423650','469597',,,,'-734022.87','-1118241.62'
'27591450','365',,,'39111','27067793','573566',,'2013-12-05',,'423178','469125',,,,'-732949.57','-1127833.75'
'72626844','636',,,'39156','77996291','575712',,'2014-04-30',,'593544','577655',,,,'-733266.1','-1120579.12'
'72639571','281',,,'39174','41368011',,,'2014-05-06',,'596275','578184',,,,'-737932.55','-1129682.37'
'72667401','383',,,'39001','78043891','576743',,'2014-05-16',,'602913','581508',,,,'-737171.54','-1120604.6'
'72692057','48',,,'39137','62777360',,,'2014-05-26',,'609346','585227',,,,'-735308.93','-1115002.72'
'27645339','1175',,,'39102','27121101','916447',,'2013-12-05',,'423344','469291',,,,'-732843.51','-1124054.86'
'72740051','3046',,,'39101','78111960',,,'2014-06-09',,'618903','588711',,,,'-733486.8','-1123128.14'
'72741040','3053',,,'39101','78112672',,,'2014-06-09',,'618903','588711',,,,'-733294.08','-1123019.01'
'27704068','374',,,'39175','27177637',,,'2013-11-29',,'413134','462415',,,,'-742098','-1124809.29'
'27712915','522',,,'39201','27186407','784206',,'2014-04-23',,'587691','575178',,,,'-734969.4','-1137365.55'
'27715132','417',,,'39003','27188604','576069',,'2013-12-05',,'423650','469597',,,,'-736972.09','-1118565.94'
'27715159','1106',,,'39165','27188621','781509',,'2013-12-03',,'417434','465115',,,,'-750910.27','-1129715.89'
'27715256','396',,,'39003','27188728',,,'2013-12-05',,'423650','469597',,,,'-737202.6','-1119229.67'
'27715272','394',,,'39003','27188744',,,'2013-12-05',,'423650','469597',,,,'-737202.32','-1119235.58'
'27715299','391',,,'39003','27188761',,,'2013-12-05',,'423650','469597',,,,'-737204.25','-1119242.64'
'27715329','164',,,'39003','27188795',,,'2013-12-05',,'423650','469597',,,,'-737539.78','-1119329.18'
'27731537','865',,,'39111','27204430','573493',,'2013-12-05',,'423178','469125',,,,'-733253.06','-1127573.06'
'27736733','852',,,'39111','27209423','573388',,'2011-07-01',,'0','0',,,,,
'27737047','93',,,'39156','27209733',,,'2013-12-05',,'423650','469597',,,,'-730813.38','-1121062.11'
'27743896','29',,,'39201','27216535',,,'2013-12-05',,'421651','468198',,,,'-729387.2','-1139723.22'
'27769682','360',,,'39001','27241718','576875',,'2013-12-05',,'423650','469597',,,,'-736838.51','-1120362.05'
'27773604','1183',,,'39101','27245543',,,'2013-12-05',,'423344','469291',,,,'-734565.33','-1124278.85'
'27777766','2064',,,'39101','27249662',,,'2013-12-05',,'423344','469291',,,,'-733987.91','-1122914.2'
'27784266','108',,,'39003','27255948',,,'2013-12-05',,'423650','469597',,,,'-735714.56','-1117489.61'
'27805352','659',,,'39143','27276643','769339',,'2013-12-03',,'418087','465768',,,,'-723546.43','-1108728.55'
'27813339','3114',,,'39002','27284395','578061',,'2014-02-27',,'538934','545257',,,,'-734369.08','-1119772.89'
'27826295','44',,,'39161','27297144',,,'2013-12-01',,'414490','463733',,,,'-747479.8','-1116732'
'27829693','882',,,'39201','27300501','575020',,'2013-12-05',,'423236','469183',,,,'-733914.41','-1136173.71'
'27852342','346',,,'39131','27322734',,,'2013-12-07',,'425831','470921',,,,'-739721.4','-1117183.95'
'27863450','95',,,'39143','27333566',,,'2013-12-04',,'420628','467392',,,,'-727261.35','-1105723.37'
'27894029','391',,,'39111','27363457','768405',,'2013-12-05',,'423178','469125',,,,'-732787.21','-1128294.39'
'19762054','7',,,'39165','19540094',,,'2013-12-01',,'414381','463625',,,,'-748705','-1125684.38'
'19762089','10',,,'39165','19540124',,,'2013-12-01',,'414381','463625',,,,'-748750.5','-1125736.75'
'19762160','18',,,'39165','19540205',,,'2013-12-01',,'414381','463625',,,,'-748579.25','-1125985.88'
'19762313','33',,,'39165','19540353',,,'2013-12-01',,'414381','463625',,,,'-748580.63','-1126105'
'19762437','45',,,'39165','19540477',,,'2013-12-01',,'414381','463625',,,,'-748402.56','-1126194.38'
'19762585','60',,,'39165','19540621',,,'2013-12-01',,'414381','463625',,,,'-748466.19','-1126271.25'
'19762704','72',,,'39165','19540744',,,'2013-12-01',,'414381','463625',,,,'-748868.25','-1125819.13'
'19762810','83',,,'39165','19540850',,,'2013-12-01',,'414381','463625',,,,'-748597.13','-1125819.75'
'19762836','85',,,'39165','19540876',,,'2013-12-01',,'414381','463625',,,,'-748600.44','-1125895.88'
'19762844','86',,,'39165','19540884',,,'2013-12-01',,'414381','463625',,,,'-748818.31','-1125748.88'
'19762909','92',,,'39165','19540949',,,'2013-12-01',,'414381','463625',,,,'-748835.75','-1125763.25'
'19762925','94',,,'39165','19540965',,,'2013-12-01',,'414381','463625',,,,'-748954.94','-1125792'
'19763042','106',,,'39165','19541082',,,'2013-12-01',,'414381','463625',,,,'-748532.22','-1125958.44'
'19763051','107',,,'39165','19541091',,,'2013-12-01',,'414381','463625',,,,'-748311.38','-1126116.63'
'19763212','123',,,'39165','19541252',,,'2011-07-01',,'0','0',,,,,
'19763379','139',,,'39165','19541414',,,'2011-07-01',,'0','0',,,,,
'19763409','142',,,'39165','19541449',,,'2011-07-01',,'0','0',,,,,
'19763531','155',,,'39165','19541571',,,'2011-07-01',,'0','0',,,,,
'19763549','156',,,'39165','19541589',,,'2011-07-01',,'0','0',,,,,
'19763638','165',,,'39165','19541678',,,'2011-07-01',,'0','0',,,,,
'19763671','169',,,'39165','19541716',,,'2011-07-01',,'0','0',,,,,
'19763891','191',,,'39165','19541937',,,'2011-07-01',,'0','0',,,,,
'19763999','20',,,'39165','19542038',,,'2013-12-01',,'414381','463625',,,,'-747475.31','-1125280.5'
'19764260','1',,,'39131','19542305',,,'2013-11-29',,'412996','462276',,,,'-741889.44','-1116344.42'
'19764341','9',,,'39131','19542381',,,'2013-11-29',,'412996','462276',,,,'-741689.63','-1116301.3'
'19764405','15',,,'39131','19542445',,,'2013-11-29',,'412996','462276',,,,'-741544.95','-1116272.32'
'19764600','36',,,'39131','19542640',,,'2013-11-29',,'412996','462276',,,,'-741743.5','-1116051.2'
'19764723','48',,,'39131','19542763',,,'2013-11-29',,'412996','462276',,,,'-741687.21','-1116187.97'
'19764758','51',,,'39131','19542798',,,'2013-11-29',,'412996','462276',,,,'-741782.56','-1116335.37'
'19764766','52',,,'39131','19542801',,,'2013-11-29',,'412996','462276',,,,'-741817.28','-1116375.68'
'19764928','69',,,'39131','19542968',,,'2013-11-29',,'412996','462276',,,,'-741899.75','-1116260.98'
'19765223','24',,,'39201','19543263',,,'2013-12-04',,'420638','467402',,,,'-728181.31','-1129816.63'
'19765274','30',,,'39201','19543310',,,'2011-07-01',,'0','0',,,,,
'19765428','50',,,'39201','19543468',,,'2011-07-01',,'0','0',,,,,
'19765533','7',,,'39137','19543573',,,'2013-12-05',,'421247','468011',,,,'-730664.31','-1111257.88'
'19765568','10',,,'39137','19543603',,,'2013-12-05',,'421247','468011',,,,'-730742.38','-1111077.38'
'19765592','13',,,'39137','19543638',,,'2013-12-05',,'421247','468011',,,,'-730569.5','-1111100.88'
'19765703','24',,,'39137','19543743',,,'2013-12-05',,'421247','468011',,,,'-730574.25','-1111312.75'
'19765983','53',,,'39137','19544022',,,'2013-12-05',,'421247','468011',,,,'-730786.5','-1111003'
'19766009','70',,,'39137','19544049',,,'2013-12-05',,'421247','468011',,,,'-731012.44','-1111797.88'
'19766220','25',,,'39137','19544260',,,'2013-12-05',,'423549','469498',,,,'-735301.06','-1114954.63'
'19766254','28',,,'39137','19544294',,,'2013-12-05',,'423549','469498',,,,'-735385.4','-1114971.83'
'19766335','36',,,'39137','19544375',,,'2013-12-05',,'423549','469498',,,,'-735359.08','-1114758.87'
'19766483','9',,,'39201','19544529',,,'2011-07-01',,'0','0',,,,,
'19766661','28',,,'39201','19544707',,,'2013-12-04',,'420897','467659',,,,'-727982.38','-1130400.13'
'19766670','29',,,'39201','19544715',,,'2013-12-04',,'420897','467659',,,,'-727995.56','-1130474.5'
'19766777','39',,,'39201','19544812',,,'2011-07-01',,'0','0',,,,,
'19766807','42',,,'39201','19544847',,,'2013-12-04',,'420897','467659',,,,'-728027.44','-1130109.25'
'19766980','15',,,'39002','19545029',,,'2013-12-06',,'424430','470043',,,,'-736757.88','-1125756.88'
'19767005','17',,,'39002','19545045',,,'2013-12-06',,'424430','470043',,,,'-737110.44','-1125724.88'
'19767072','24',,,'39002','19545118',,,'2013-12-06',,'424430','470043',,,,'-736838.56','-1125679.63'
'19767161','33',,,'39002','19545207',,,'2011-07-01',,'0','0',,,,,
'19767226','39',,,'39002','19545266',,,'2013-12-06',,'424430','470043',,,,'-737090.38','-1125783.25'
'19767293','46',,,'39002','19545339',,,'2013-12-06',,'424430','470043',,,,'-736948.69','-1125790.63'
'19767315','48',,,'39002','19545355',,,'2013-12-06',,'424430','470043',,,,'-736746','-1125731'
'19767382','55',,,'39002','19545428',,,'2013-12-06',,'424430','470043',,,,'-736672.94','-1125747'
'19767391','56',,,'39002','19545436',,,'2013-12-06',,'424430','470043',,,,'-736638.31','-1125735.88'
'19767501','2',,,'39121','19545541',,,'2013-12-04',,'420988','467746',,,,'-728443.94','-1124831.13'
'19767536','5',,,'39121','19545576',,,'2013-12-04',,'420988','467746',,,,'-728543.94','-1124703.75'
'19767552','7',,,'39121','19545592',,,'2013-12-04',,'420988','467746',,,,'-728611.69','-1124626'
'19767641','16',,,'39121','19545681',,,'2013-12-04',,'420988','467746',,,,'-728725.56','-1124300.5'
'19767668','18',,,'39121','19545703',,,'2013-12-04',,'420988','467746',,,,'-728503.94','-1124584'
'19767757','27',,,'39121','19545797',,,'2013-12-04',,'420988','467746',,,,'-728663.06','-1124298.13'
'19767897','41',,,'39121','19545932',,,'2013-12-04',,'420988','467746',,,,'-728714.25','-1124681.13'
'19768061','58',,,'39121','19546106',,,'2013-12-04',,'420988','467746',,,,'-728713.25','-1124351'
'19768206','1',,,'39143','19546246',,,'2013-12-04',,'420808','467570',,,,'-729406.31','-1106474.13'
'19768231','4',,,'39143','19546271',,,'2013-12-04',,'420808','467570',,,,'-729451.5','-1106564.5'
'19768303','11',,,'39143','19546343',,,'2013-12-04',,'420808','467570',,,,'-729542.81','-1106607.38'
'19768451','26',,,'39143','19546491',,,'2013-12-04',,'420808','467570',,,,'-729394.69','-1106362.5'
'19768516','32',,,'39143','19546556',,,'2013-12-04',,'420808','467570',,,,'-729448.13','-1106407.38'
'19768524','33',,,'39143','19546564',,,'2013-12-04',,'420808','467570',,,,'-730619','-1107940.13'
'19768737','6',,,'39143','19546777',,,'2013-12-04',,'420808','467570',,,,'-727724.94','-1108032.88'
'19768834','20',,,'39143','19546874',,,'2013-12-04',,'420808','467570',,,,'-727678','-1108112.88'
'19768869','23',,,'39143','19546904',,,'2013-12-04',,'420808','467570',,,,'-727747.69','-1108198.63'
'19768885','26',,,'39143','19546921',,,'2013-12-04',,'420808','467570',,,,'-727610.13','-1108158.75'
'19768907','29',,,'39143','19546947',,,'2013-12-04',,'420808','467570',,,,'-727591.63','-1108120'
'19768931','32',,,'39143','19546971',,,'2013-12-04',,'420808','467570',,,,'-727815.94','-1108256.5'
'19769105','19',,,'39143','19547145',,,'2013-12-04',,'420808','467570',,,,'-729152.19','-1107124.38'
'19769326','18',,,'39143','19547366',,,'2013-12-04',,'420808','467570',,,,'-727680.63','-1106163.5'
'19769393','27',,,'39143','19547439',,,'2013-12-04',,'420808','467570',,,,'-727707.44','-1106356.25'
'19769806','25',,,'39143','19547838',,,'2013-12-04',,'420365','467206',,,,'-725749.19','-1109761.38'
'19769865','31',,,'39143','19547897',,,'2013-12-04',,'420365','467206',,,,'-726341.75','-1109933.63'
'19769881','32',,,'39143','19547901',,,'2013-12-04',,'420365','467206',,,,'-726107.25','-1109525'
'19769962','4',,,'39201','19547986',,,'2013-12-04',,'420638','467402',,,,'-727137.5','-1130024.75'
'19770235','32',,,'39201','19548257',,,'2013-12-04',,'420638','467402',,,,'-727110','-1129940'
'19770251','34',,,'39201','19548273',,,'2013-12-04',,'420638','467402',,,,'-727193.38','-1129915.63'
'19770375','4',,,'39201','19548397',,,'2011-07-01',,'0','0',,,,,
'19770413','3',,,'39165','19548435',,,'2013-12-01',,'414099','463348',,,,'-747324.44','-1128027.75'
'19770456','7',,,'39165','19548478',,,'2013-12-01',,'414099','463348',,,,'-747255.88','-1128039.88'
'19770618','28',,,'39165','19548630',,,'2013-12-01',,'414099','463348',,,,'-747157.19','-1127931.25'
'19770685','35',,,'39165','19548702',,,'2013-12-01',,'414099','463348',,,,'-747316.44','-1127929.13'
'19770715','39',,,'39165','19548737',,,'2013-12-01',,'414099','463348',,,,'-747095.63','-1128174.5'
'19770766','46',,,'39165','19548788',,,'2013-12-01',,'414099','463348',,,,'-747064','-1127868'
'19770871','27',,,'39165','19548893',,,'2014-04-23',,'587450','575014',,,,'-749016.58','-1128586.12'
'19770936','7',,,'39165','19548958',,,'2013-12-01',,'414099','463348',,,,'-748979','-1128629.13'
'19771126','26',,,'39165','19549148',,,'2014-04-14',,'581731','572372',,,,'-749095.18','-1128417.97'
'19771291','1',,,'39165','19549318',,,'2013-12-01',,'414099','463348',,,,'-748664.13','-1129239.63'
'19771568','29',,,'39165','19549580',,,'2013-12-01',,'414099','463348',,,,'-747941.94','-1129327.88'
'19771657','39',,,'39165','19549679',,,'2013-12-01',,'414099','463348',,,,'-748525.56','-1129708.75'
'19771746','3',,,'39181','19549768',,,'2013-12-08',,'425905','470974',,,,'-740414.19','-1145424.5'
'19771762','5',,,'39181','19549784',,,'2013-12-08',,'425905','470974',,,,'-740469.88','-1145483.5'
'19771789','7',,,'39181','19549806',,,'2013-12-08',,'425905','470974',,,,'-740539.31','-1145448.25'
'19771860','19',,,'39181','19549881',,,'2013-12-08',,'425905','470974',,,,'-740536','-1145377.38'
'19771878','24',,,'39181','19549890',,,'2011-07-01',,'0','0',,,,,
'19771932','2',,,'39181','19549954',,,'2013-12-08',,'425905','470974',,,,'-740894.63','-1144419'
'19772017','10',,,'39181','19550031',,,'2013-12-08',,'425905','470974',,,,'-741170.88','-1144524.88'
'19772262','35',,,'39181','19550286',,,'2013-12-08',,'425905','470974',,,,'-740743.38','-1144313.88'
'19772394','48',,,'39181','19550413',,,'2013-12-08',,'425905','470974',,,,'-741091.88','-1144517.25'
'19772556','64',,,'39181','19550570',,,'2013-12-08',,'425905','470974',,,,'-740537.88','-1144395.13'
'19772599','68',,,'39181','19550618',,,'2013-12-08',,'425905','470974',,,,'-741078.38','-1144175.25'
'19772653','74',,,'39181','19550677',,,'2013-12-08',,'425905','470974',,,,'-740790','-1144478'
'19772726','81',,,'39181','19550740',,,'2013-12-08',,'425905','470974',,,,'-740889.31','-1144172.63'
'19772891','98',,,'39181','19550910',,,'2013-12-08',,'425905','470974',,,,'-740922.81','-1144149.5'
'19772904','99',,,'39181','19550928',,,'2013-12-08',,'425905','470974',,,,'-740834.69','-1144778.25'
'19772947','2',,,'39131','19550961',,,'2013-12-06',,'424273','469975',,,,'-736718.98','-1115263.17'
'19773005','8',,,'39131','19551029',,,'2013-12-06',,'424273','469975',,,,'-736595.54','-1115082.66'
'19773269','323',,,'39131','19551282',,,'2013-12-06',,'424273','469975',,,,'-736730.58','-1115100.51'
'19773293','326',,,'39131','19551312',,,'2013-12-06',,'424273','469975',,,,'-736737.15','-1115051.12'
'19773391','1',,,'39201','19551410',,,'2013-12-04',,'420608','467372',,,,'-726594.44','-1139830.75'
'19773447','6',,,'39201','19551461',,,'2013-12-04',,'420608','467372',,,,'-726851.38','-1139844.88'
'19773781','40',,,'39201','19551801',,,'2013-12-04',,'420608','467372',,,,'-726285.44','-1139465.88'
'19773871','1',,,'39201','19551894',,,'2013-12-06',,'424525','470119',,,,'-735990','-1138261.13'
'19773919','5',,,'39201','19551932',,,'2013-12-06',,'424525','470119',,,,'-736104.56','-1138422.13'
'19773986','13',,,'39201','19552009',,,'2013-12-06',,'424525','470119',,,,'-736040.5','-1138230.88'
'19774095','3',,,'39201','19552114',,,'2013-12-06',,'424525','470119',,,,'-735258.31','-1138233.25'
'19774109','4',,,'39201','19552122',,,'2013-12-06',,'424525','470119',,,,'-735235.5','-1138225'
'19774125','6',,,'39201','19552149',,,'2013-12-06',,'424525','470119',,,,'-735307.19','-1138292.5'
'19774222','16',,,'39201','19552246',,,'2013-12-06',,'424525','470119',,,,'-735403.38','-1138543.38'
'19774354','36',,,'39201','19552378',,,'2013-12-06',,'424525','470119',,,,'-735356.81','-1138072.75'
'19774362','39',,,'39201','19552386',,,'2011-07-01',,'0','0',,,,,
'19774567','22',,,'39201','19552581',,,'2013-12-06',,'424525','470119',,,,'-737503.69','-1136894'
'19774583','24',,,'39201','19552602',,,'2013-12-06',,'424525','470119',,,,'-737312.31','-1136911.63'
'19774605','26',,,'39201','19552629',,,'2013-12-06',,'424525','470119',,,,'-737225','-1137075'
'19774681','6',,,'39201','19552700',,,'2013-12-06',,'424525','470119',,,,'-737190.94','-1137899'
'19774788','16',,,'39201','19552807',,,'2013-12-06',,'424525','470119',,,,'-737089.69','-1137794.5'
'19774842','22',,,'39201','19552866',,,'2013-12-06',,'424525','470119',,,,'-736797.44','-1137772.5'
'19774851','23',,,'39201','19552874',,,'2013-12-06',,'424525','470119',,,,'-736753.5','-1137777.63'
'19774869','24',,,'39201','19552882',,,'2011-07-01',,'0','0',,,,,
'19774885','26',,,'39201','19552904',,,'2013-12-06',,'424525','470119',,,,'-736939.06','-1137553.63'
'19775091','47',,,'39201','19553111',,,'2013-12-06',,'424525','470119',,,,'-736670.13','-1137770.5'
'19775156','53',,,'39201','19553170',,,'2013-12-06',,'424525','470119',,,,'-736809.63','-1137735.25'
'19775237','30',,,'39201','19553251',,,'2013-12-06',,'424525','470119',,,,'-736521','-1137855'
'19775423','20',,,'39901','19553447',,,'2013-12-01',,'414142','463397',,,,'-748381.25','-1110498.88'
'19775440','22',,,'39901','19553463',,,'2013-12-01',,'414142','463397',,,,'-748146.06','-1110528.63'
'19775458','23',,,'39901','19553471',,,'2013-12-01',,'414142','463397',,,,'-748143.69','-1110512.63'
'19775504','28',,,'39901','19553528',,,'2013-12-01',,'414142','463397',,,,'-748097.94','-1110732.38'
'19775644','16',,,'39901','19553668',,,'2013-12-01',,'414142','463397',,,,'-748985.31','-1109486'
'19775717','7',,,'39002','19553731','577049',,'2013-12-05',,'423650','469597',,,,'-734028.33','-1118419.09'
'19775741','10',,,'39002','19553765','577049',,'2013-12-05',,'423650','469597',,,,'-734145.84','-1118453.04'
'19775806','16',,,'39002','19553820','576174',,'2013-12-05',,'423650','469597',,,,'-734506.6','-1118522.87'
'19775938','33',,,'39002','19553951','577189',,'2013-12-05',,'423650','469597',,,,'-734453.25','-1118470.11'
'19776110','54',,,'39002','19554133','576328',,'2013-12-05',,'423650','469597',,,,'-734457.55','-1118303.72'
'19776209','63',,,'39002','19554222','577189',,'2013-12-05',,'423650','469597',,,,'-734411.93','-1118637.95'
'19776292','72',,,'39002','19554311','577766',,'2013-12-05',,'423650','469597',,,,'-733750.53','-1118333.15'
'19776381','82',,,'39002','19554401','777447',,'2014-03-12',,'553052','554655',,,,'-734699.66','-1119049.15'
'19776543','98',,,'39002','19554567','577189',,'2013-12-05',,'423650','469597',,,,'-734460.45','-1119038.56'
'19776896','135',,,'39002','19554915','577189',,'2013-12-05',,'423650','469597',,,,'-734398.17','-1118574.27'
'19776993','145',,,'39002','19555016','577189',,'2013-12-05',,'423650','469597',,,,'-734456.36','-1119032.01'
'19777027','148',,,'39002','19555041','576174',,'2013-12-05',,'423650','469597',,,,'-734591.68','-1118564.5'
'19777141','160',,,'39002','19555164','578096',,'2013-12-05',,'423650','469597',,,,'-734308.06','-1118704.66'
'19777191','165',,,'39002','19555211','575798',,'2013-12-05',,'423650','469597',,,,'-734398.81','-1118325.63'
'19777256','171',,,'39002','19555270','576191',,'2013-12-05',,'423650','469597',,,,'-734555.59','-1118328'
'19777370','183',,,'39002','19555393','578096',,'2013-12-05',,'423650','469597',,,,'-734187.24','-1118704.17'
'19777639','209',,,'39002','19555644','577758',,'2013-12-05',,'423650','469597',,,,'-734314.13','-1118500'
'19777701','216',,,'39002','19555750','577758',,'2013-12-05',,'423650','469597',,,,'-734318.94','-1118466.88'
'19777710','217',,,'39002','19555750','577758',,'2013-12-05',,'423650','469597',,,,'-734314.31','-1118461.88'
'19777817','227',,,'39002','19555831','576859',,'2013-12-05',,'423650','469597',,,,'-734255.21','-1118777.9'
'19778007','246',,,'39002','19556021','577049',,'2013-12-05',,'423650','469597',,,,'-734184.77','-1118525.68'
'19778198','265',,,'39002','19556217','576859',,'2013-12-05',,'423650','469597',,,,'-734332.72','-1118791.83'
'19778392','286',,,'39002','19556411','578215',,'2013-12-05',,'423650','469597',,,,'-734319.27','-1119005.99'
'19778414','288',,,'39002','19556438','578215',,'2013-12-05',,'423650','469597',,,,'-734311.34','-1119018.64'
'19778431','290',,,'39002','19556454','578215',,'2013-12-05',,'423650','469597',,,,'-734295.42','-1119046.87'
'19778449','291',,,'39002','19556462','578215',,'2013-12-05',,'423650','469597',,,,'-734290.1','-1119052.98'
'19778660','313',,,'39002','19556683',,,'2013-12-05',,'423650','469597',,,,'-733527.83','-1119325.62'
'19779054','39',,,'39137','19557078',,,'2013-12-05',,'423650','469597',,,,'-734169.98','-1115943.57'
'19779208','54',,,'39137','19557221',,,'2013-12-05',,'423650','469597',,,,'-734100.11','-1115948.41'
'19779241','58',,,'39137','19557264',,,'2013-12-05',,'423650','469597',,,,'-734289.82','-1115962.63'
'19779372','6',,,'39001','19557396','577804',,'2013-12-05',,'423650','469597',,,,'-736009','-1120274.63'
'19779402','9',,,'39001','19557426','577804',,'2013-12-05',,'423650','469597',,,,'-735983.69','-1120198.88'
'19779453','14',,,'39001','19557477','577804',,'2013-12-05',,'423650','469597',,,,'-736005.94','-1120098.38'
'19779470','16',,,'39001','19557493','577804',,'2013-12-05',,'423650','469597',,,,'-736032.75','-1120075'
'19779500','19',,,'39001','19557523','577804',,'2013-12-05',,'423650','469597',,,,'-736061.94','-1120077.75'
'19779658','36',,,'39001','19557671','576077',,'2013-12-05',,'423650','469597',,,,'-736041.5','-1120007.88'
'19779861','60',,,'39001','19557884','577804',,'2013-12-05',,'423650','469597',,,,'-736035.13','-1120204.13'
'19779933','67',,,'39001','19557957','576883',,'2013-12-05',,'423650','469597',,,,'-736188.5','-1120213.13'
'19780001','75',,,'39001','19558023','577804',,'2013-12-05',,'423650','469597',,,,'-736084.31','-1120267.38'
'19780044','81',,,'39001','19558066','577804',,'2013-12-05',,'423650','469597',,,,'-735943.5','-1120276.13'
'19780052','82',,,'39001','19558074','577804',,'2013-12-05',,'423650','469597',,,,'-736064.19','-1120089.38'
'19780079','84',,,'39001','19558091','577804',,'2013-12-05',,'423650','469597',,,,'-735938.88','-1120294.75'
'19780125','90',,,'39001','19558147','576883',,'2013-12-05',,'423650','469597',,,,'-736152.06','-1120130.75'
'19780214','99',,,'39001','19558236','576883',,'2013-12-05',,'423650','469597',,,,'-736261','-1120306'
'19780320','110',,,'39001','19558341','576077',,'2013-12-05',,'423650','469597',,,,'-735828.25','-1120017.63'
'19780401','118',,,'39001','19558422','576077',,'2013-12-05',,'423650','469597',,,,'-735630.25','-1120056.75'
'19780621','140',,,'39001','19558643',,,'2011-07-01',,'0','0',,,,,
'19780745','153',,,'39001','19558767',,,'2011-07-01',,'0','0',,,,,
'19780818','160',,,'39001','19558830','576077',,'2013-12-05',,'423650','469597',,,,'-735727.81','-1120033.13'
'19780826','161',,,'39001','19558848','577901',,'2013-12-05',,'423650','469597',,,,'-735661.31','-1120204.38'
'19780842','163',,,'39001','19558864','577901',,'2013-12-05',,'423650','469597',,,,'-735716.38','-1120197'
'19780851','164',,,'39001','19558872','576883',,'2013-12-05',,'423650','469597',,,,'-736176.94','-1120181.75'
'19780893','169',,,'39001','19558911','577901',,'2013-12-05',,'423650','469597',,,,'-735496.31','-1120233.13'
'19781083','188',,,'39001','19559101','577413',,'2013-12-05',,'423650','469597',,,,'-735714.48','-1119977.21'
'19781130','193',,,'39001','19559151','576077',,'2013-12-05',,'423650','469597',,,,'-735938.13','-1120046.75'
'19781202','200',,,'39001','19559224','577804',,'2013-12-05',,'423650','469597',,,,'-736168.19','-1120321.25'
'19781318','211',,,'39001','19559330','576697',,'2013-12-05',,'423650','469597',,,,'-735718.06','-1119932.88'
'19781601','22',,,'39002','19559623',,,'2013-12-05',,'423650','469597',,,,'-731463.17','-1118418.49'
'19781628','24',,,'39002','19559640',,,'2013-12-05',,'423650','469597',,,,'-731234.1','-1118187.74'
'19781784','41',,,'39002','19559801',,,'2013-12-05',,'423650','469597',,,,'-729857.79','-1117562.36'
'19781857','48',,,'39002','19559879',,,'2013-12-05',,'423650','469597',,,,'-731184.4','-1118282.86'
'19782161','7',,,'39001','19560184',,,'2013-12-05',,'423650','469597',,,,'-737064.25','-1122101.5'
'19782284','19',,,'39001','19560303',,,'2013-12-05',,'423650','469597',,,,'-737297.75','-1122029.88'
'19782497','40',,,'39001','19560516',,,'2013-12-05',,'423650','469597',,,,'-737526.31','-1122058.38'
'19782616','52',,,'39001','19560630',,,'2013-12-05',,'423650','469597',,,,'-737384.13','-1122074.63'
'19782632','54',,,'39001','19560656',,,'2013-12-05',,'423650','469597',,,,'-737422.94','-1122105.5'
'19782730','64',,,'39001','19560753',,,'2013-12-05',,'423650','469597',,,,'-737615.56','-1121985.25'
'19782799','70',,,'39001','19560818',,,'2013-12-05',,'423650','469597',,,,'-737182.69','-1122137.38'
